시도,시구군,읍면동,지번,아파트명,전체주소,전용면적,층,건축년도,거래년도,거래월,거래금액,위도,경도,FCN예측값
경기도,화성시,향남읍 행정리,475,화성향남시범복사꽃마을상록하늘채,경기도 화성시 향남읍 행정리 475 화성향남시범복사꽃마을상록하늘채,84.85,9,2009,2017,11,,37.132,126.9252,2.72E+08
경기도,화성시,향남읍 행정리,475,화성향남시범복사꽃마을상록하늘채,경기도 화성시 향남읍 행정리 475 화성향남시범복사꽃마을상록하늘채,84.85,1,2009,2017,11,,37.132,126.9252,2.57E+08
경기도,화성시,향남읍 행정리,480,향남시범살구꽃마을풍림아이원아파트,경기도 화성시 향남읍 행정리 480 향남시범살구꽃마을풍림아이원아파트,84.86,9,2008,2017,11,,37.1293,126.9288,2.52E+08
경기도,화성시,향남읍 행정리,482,향남시범살구꽃마을화성파크드림아파트,경기도 화성시 향남읍 행정리 482 향남시범살구꽃마을화성파크드림아파트,84.99,6,2008,2017,11,,37.1269,126.9284,2.52E+08
경기도,화성시,향남읍 행정리,482,향남시범살구꽃마을화성파크드림아파트,경기도 화성시 향남읍 행정리 482 향남시범살구꽃마을화성파크드림아파트,84.99,13,2008,2017,11,,37.1269,126.9284,2.55E+08
경기도,화성시,향남읍 행정리,482,향남시범살구꽃마을화성파크드림아파트,경기도 화성시 향남읍 행정리 482 향남시범살구꽃마을화성파크드림아파트,84.99,14,2008,2017,11,,37.1269,126.9284,2.56E+08
경기도,화성시,향남읍 행정리,485,향남시범살구꽃마을대방노블랜드아파트,경기도 화성시 향남읍 행정리 485 향남시범살구꽃마을대방노블랜드아파트,84.97,14,2008,2017,11,,37.1302,126.9253,2.58E+08
경기도,화성시,향남읍 행정리,485,향남시범살구꽃마을대방노블랜드아파트,경기도 화성시 향남읍 행정리 485 향남시범살구꽃마을대방노블랜드아파트,84.97,6,2008,2017,11,,37.1302,126.9253,2.53E+08
경기도,화성시,향남읍 행정리,491,향남시범 살구꽃마을 제일오투그란데,경기도 화성시 향남읍 행정리 491 향남시범 살구꽃마을 제일오투그란데,147.96,11,2008,2017,11,,37.1286,126.9223,4.07E+08
경기도,화성시,향남읍 행정리,492,향남시범살구꽃마을신영지웰아파트,경기도 화성시 향남읍 행정리 492 향남시범살구꽃마을신영지웰아파트,148.1,7,2008,2017,11,,37.1269,126.9219,3.89E+08
경기도,화성시,향남읍 행정리,492,향남시범살구꽃마을신영지웰아파트,경기도 화성시 향남읍 행정리 492 향남시범살구꽃마을신영지웰아파트,118.28,16,2008,2017,11,,37.1269,126.9219,3.44E+08
경기도,화성시,향남읍 행정리,494,향남시범살구꽃마을한일베라체아파트,경기도 화성시 향남읍 행정리 494 향남시범살구꽃마을한일베라체아파트,104.09,17,2008,2017,11,,37.127,126.9257,3.19E+08
경상남도,거제시,고현동 ,1039,덕산베스트타운,경상남도 거제시 고현동 1039 덕산베스트타운,74.08,2,1998,2017,11,,34.8972,128.6309,1.51E+08
경상남도,거제시,고현동 ,1049,고려2차아파트,경상남도 거제시 고현동 1049 고려2차아파트,84.9,1,1993,2017,11,,34.8954,128.6321,1.59E+08
경상남도,거제시,고현동 ,1049,고려2차아파트,경상남도 거제시 고현동 1049 고려2차아파트,74.64,3,1993,2017,11,,34.8954,128.6321,1.56E+08
경상남도,거제시,고현동 ,1054,고려5차아파트,경상남도 거제시 고현동 1054 고려5차아파트,84.03,11,1997,2017,11,,34.8941,128.6332,1.79E+08
경상남도,거제시,고현동 ,483,고현삼도아파트,경상남도 거제시 고현동 483 고현삼도아파트,59.76,3,1996,2017,11,,34.8785,128.6246,1.20E+08
경상남도,거제시,고현동 ,959-5,고려아파트,경상남도 거제시 고현동 959-5 고려아파트,67.66,8,1991,2017,11,,34.8897,128.6174,1.42E+08
경상남도,거제시,고현동 ,959-8,화인아트빌라,경상남도 거제시 고현동 959-8 화인아트빌라,80.55,3,1991,2017,11,,34.8891,128.618,1.89E+08
경상남도,거제시,고현동 ,959-9,화인아트빌라,경상남도 거제시 고현동 959-9 화인아트빌라,80.55,1,1991,2017,11,,34.8886,128.6183,1.89E+08
경상남도,거제시,고현동 ,963-1,고현주공아파트,경상남도 거제시 고현동 963-1 고현주공아파트,39.69,1,1989,2017,11,,34.8901,128.6265,1.13E+08
경상남도,거제시,고현동 ,963-1,고현주공아파트,경상남도 거제시 고현동 963-1 고현주공아파트,39.69,5,1989,2017,11,,34.8901,128.6265,1.10E+08
경상남도,거제시,고현동 ,969,화인아트빌라,경상남도 거제시 고현동 969 화인아트빌라,68.76,2,1991,2017,11,,34.889,128.6197,1.61E+08
경상남도,거제시,고현동 ,969-1,화인아파트,경상남도 거제시 고현동 969-1 화인아파트,106.15,9,1992,2017,11,,34.8892,128.6204,2.04E+08
경상남도,거제시,고현동 ,988-25,덕진휴먼빌,경상남도 거제시 고현동 988-25 덕진휴먼빌,47.47,10,2002,2017,11,,34.8959,128.6285,1.05E+08
경상남도,거제시,능포동 ,633-230,성수아파트,경상남도 거제시 능포동 633-230 성수아파트,59.67,3,1993,2017,11,,34.8775,128.7293,7.63E+07
경상남도,거제시,문동동 ,238,삼오르네상스,경상남도 거제시 문동동 238 삼오르네상스,65.98,3,2004,2017,11,,34.8576,128.6456,1.08E+08
경상남도,거제시,문동동 ,661,대아푸른솔마을,경상남도 거제시 문동동 661 대아푸른솔마을,59.99,11,2002,2017,11,,34.8572,128.6436,9.66E+07
경상남도,거제시,문동동 ,661,대아푸른솔마을,경상남도 거제시 문동동 661 대아푸른솔마을,59.99,9,2002,2017,11,,34.8572,128.6436,9.44E+07
경상남도,거제시,상동동 ,118-2,신우스위트빌,경상남도 거제시 상동동 118-2 신우스위트빌,59.89,3,2001,2017,11,,34.8634,128.638,9.46E+07
경상남도,거제시,상동동 ,Jan-38,신우스위트빌2차,경상남도 거제시 상동동 38-1 신우스위트빌2차,59.46,8,2003,2017,11,,34.8639,128.6411,1.05E+08
경상남도,거제시,상동동 ,50,덕산3차베스트타운,경상남도 거제시 상동동 50 덕산3차베스트타운,59.51,15,2004,2017,11,,34.8624,128.6404,1.26E+08
경상남도,거제시,상동동 ,50,덕산3차베스트타운,경상남도 거제시 상동동 50 덕산3차베스트타운,84.74,13,2004,2017,11,,34.8624,128.6404,1.71E+08
경상남도,거제시,상동동 ,Sep-54,벽산 e-솔렌스힐 3차,경상남도 거제시 상동동 54-9 벽산 e-솔렌스힐 3차,59.89,12,2015,2017,11,,34.8593,128.6343,1.98E+08
경상남도,거제시,상동동 ,Sep-54,벽산 e-솔렌스힐 3차,경상남도 거제시 상동동 54-9 벽산 e-솔렌스힐 3차,59.85,3,2015,2017,11,,34.8593,128.6343,1.73E+08
경상남도,거제시,상동동 ,735,대동다숲아파트,경상남도 거제시 상동동 735 대동다숲아파트,116.88,5,2005,2017,11,,34.8684,128.6297,2.60E+08
경상남도,거제시,상동동 ,735,대동다숲아파트,경상남도 거제시 상동동 735 대동다숲아파트,73.17,13,2005,2017,11,,34.8684,128.6297,1.70E+08
경상남도,거제시,수월동 ,1092,거제자이,경상남도 거제시 수월동 1092 거제자이,84.65,16,2008,2017,11,,34.8923,128.6434,2.87E+08
경상남도,거제시,수월동 ,1092,거제자이,경상남도 거제시 수월동 1092 거제자이,84.65,15,2008,2017,11,,34.8923,128.6434,2.87E+08
경상남도,거제시,수월동 ,1092,거제자이,경상남도 거제시 수월동 1092 거제자이,84.65,17,2008,2017,11,,34.8923,128.6434,2.88E+08
경상남도,거제시,수월동 ,987,춘광한빛타운,경상남도 거제시 수월동 987 춘광한빛타운,57.32,11,1998,2017,11,,34.8943,128.6453,1.08E+08
경상남도,거제시,아주동 ,1000,거제마린푸르지오1단지,경상남도 거제시 아주동 1000 거제마린푸르지오1단지,84.76,4,2015,2017,11,,34.8715,128.6893,2.20E+08
경상남도,거제시,아주동 ,1658-10,늘새롬빌,경상남도 거제시 아주동 1658-10 늘새롬빌,84.2,6,2004,2017,11,,34.8742,128.6893,1.42E+08
경상남도,거제시,아주동 ,1680-7,씨앤스타빌,경상남도 거제시 아주동 1680-7 씨앤스타빌,45.86,2,2013,2017,11,,34.867,128.6823,8.66E+07
경상남도,거제시,아주동 ,1680-7,씨앤스타빌,경상남도 거제시 아주동 1680-7 씨앤스타빌,45.86,8,2013,2017,11,,34.867,128.6823,9.40E+07
경상남도,거제시,아주동 ,1680-8,덕산아내프리미엄3차,경상남도 거제시 아주동 1680-8 덕산아내프리미엄3차,84.7,6,2013,2017,11,,34.8666,128.6818,2.27E+08
경상남도,거제시,아주동 ,1682,거제덕산아내프리미엄,경상남도 거제시 아주동 1682 거제덕산아내프리미엄,84.97,10,2012,2017,11,,34.8658,128.6857,2.56E+08
경상남도,거제시,아주동 ,1682,거제덕산아내프리미엄,경상남도 거제시 아주동 1682 거제덕산아내프리미엄,59.97,12,2012,2017,11,,34.8658,128.6857,1.85E+08
경상남도,거제시,아주동 ,299,미진이지비아,경상남도 거제시 아주동 299 미진이지비아,84.3,18,2014,2017,11,,34.8643,128.6883,2.37E+08
경상남도,거제시,아주동 ,744-1,현진에버빌,경상남도 거제시 아주동 744-1 현진에버빌,84.99,7,2008,2017,11,,34.8763,128.6908,2.15E+08
경상남도,거제시,옥포동 ,1274,옥포5차덕산타운,경상남도 거제시 옥포동 1274 옥포5차덕산타운,59.93,1,1996,2017,11,,34.9021,128.6859,9.66E+07
경상남도,거제시,옥포동 ,1278,덕산2차아파트,경상남도 거제시 옥포동 1278 덕산2차아파트,49.72,2,1989,2017,11,,34.9007,128.6861,7.24E+07
경상남도,거제시,옥포동 ,1278,덕산2차아파트,경상남도 거제시 옥포동 1278 덕산2차아파트,49.75,4,1989,2017,11,,34.9007,128.6861,6.69E+07
경상남도,거제시,옥포동 ,1278,덕산2차아파트,경상남도 거제시 옥포동 1278 덕산2차아파트,49.75,1,1989,2017,11,,34.9007,128.6861,7.35E+07
경상남도,거제시,옥포동 ,536-11,CJ아쿠아빌Ⅱ,경상남도 거제시 옥포동 536-11 CJ아쿠아빌Ⅱ,84.88,10,2005,2017,11,,34.8932,128.6904,1.82E+08
경상남도,거제시,옥포동 ,877-1,혜성아파트,경상남도 거제시 옥포동 877-1 혜성아파트,59.95,2,1994,2017,11,,34.9005,128.6976,9.02E+07
경상남도,거제시,장평동 ,01월 13일,대한아파트,경상남도 거제시 장평동 13-1 대한아파트,59.97,11,1993,2017,11,,34.8934,128.6126,1.41E+08
경상남도,거제시,장평동 ,142,덕산아내2차,경상남도 거제시 장평동 142 덕산아내2차,84.96,10,2008,2017,11,,34.8879,128.6079,2.38E+08
경상남도,거제시,장평동 ,142,덕산아내2차,경상남도 거제시 장평동 142 덕산아내2차,84.96,8,2008,2017,11,,34.8879,128.6079,2.37E+08
경상남도,거제시,장평동 ,143,덕산아내1차,경상남도 거제시 장평동 143 덕산아내1차,75.56,5,2008,2017,11,,34.8875,128.6101,1.94E+08
경상남도,거제시,장평동 ,247,제니스타운,경상남도 거제시 장평동 247 제니스타운,120.03,2,2000,2017,11,,34.8897,128.608,2.14E+08
경상남도,거제시,장평동 ,247,제니스타운,경상남도 거제시 장평동 247 제니스타운,75.77,1,2000,2017,11,,34.8897,128.608,1.59E+08
경상남도,거제시,장평동 ,Jan-33,성원아파트,경상남도 거제시 장평동 33-1 성원아파트,39.72,4,1995,2017,11,,34.8925,128.6122,1.03E+08
경상남도,거제시,장평동 ,Feb-33,광우무지개맨션,경상남도 거제시 장평동 33-2 광우무지개맨션,59.6,11,1994,2017,11,,34.8917,128.6124,1.42E+08
경상남도,거제시,장평동 ,Feb-33,광우무지개맨션,경상남도 거제시 장평동 33-2 광우무지개맨션,59.6,6,1994,2017,11,,34.8917,128.6124,1.40E+08
경상남도,거제시,장평동 ,619,장평제2차주공아파트,경상남도 거제시 장평동 619 장평제2차주공아파트,46.98,2,1992,2017,11,,34.8912,128.6055,1.15E+08
경상남도,거제시,장평동 ,859-19,거제수창프라임시티아파트,경상남도 거제시 장평동 859-19 거제수창프라임시티아파트,59.86,5,2003,2017,11,,34.8889,128.5958,1.23E+08
경상남도,거제시,사등면 덕호리,110-138,한신비취맨션,경상남도 거제시 사등면 덕호리 110-138 한신비취맨션,59.87,2,1994,2017,11,,34.8802,128.4775,6.00E+07
경상남도,거제시,사등면 사곡리,832-3,사곡영진자이온아파트1단지,경상남도 거제시 사등면 사곡리 832-3 사곡영진자이온아파트1단지,85,9,2014,2017,11,,34.8921,128.5679,1.99E+08
경상남도,거제시,사등면 사곡리,832-9,사곡영진자이온2단지,경상남도 거제시 사등면 사곡리 832-9 사곡영진자이온2단지,85,10,2013,2017,11,,34.8942,128.5676,1.92E+08
경상남도,거제시,사등면 사곡리,832-9,사곡영진자이온2단지,경상남도 거제시 사등면 사곡리 832-9 사곡영진자이온2단지,84.97,16,2013,2017,11,,34.8942,128.5676,1.77E+08
경상남도,거제시,사등면 사곡리,832-9,사곡영진자이온2단지,경상남도 거제시 사등면 사곡리 832-9 사곡영진자이온2단지,84.99,9,2013,2017,11,,34.8942,128.5676,1.94E+08
경상남도,거제시,사등면 사곡리,886-2,옥성삼화비치맨션,경상남도 거제시 사등면 사곡리 886-2 옥성삼화비치맨션,59.73,8,1996,2017,11,,34.8998,128.5643,8.08E+07
경상남도,거제시,사등면 사곡리,918,경남아너스빌,경상남도 거제시 사등면 사곡리 918 경남아너스빌,59.49,5,2017,2017,11,,34.897,128.5627,2.00E+08
경상남도,거창군,거창읍 가지리,211,티씨티,경상남도 거창군 거창읍 가지리 211 티씨티,84.72,1,2016,2017,11,,35.695,127.9069,1.97E+08
경상남도,거창군,거창읍 가지리,215-7,대우아파트,경상남도 거창군 거창읍 가지리 215-7 대우아파트,59.97,20,1997,2017,11,,35.6945,127.9077,1.07E+08
경상남도,거창군,거창읍 김천리,255-21,세륭아파트,경상남도 거창군 거창읍 김천리 255-21 세륭아파트,58.74,3,1992,2017,11,,35.678,127.9102,6.57E+07
경상남도,거창군,거창읍 대동리,13-31,베어스타운,경상남도 거창군 거창읍 대동리 13-31 베어스타운,84.86,13,1998,2017,11,,35.6908,127.9248,1.09E+08
경상남도,거창군,거창읍 대동리,599-1,공작아파트,경상남도 거창군 거창읍 대동리 599-1 공작아파트,78.69,8,1996,2017,11,,35.6932,127.9148,8.73E+07
경상남도,거창군,거창읍 대동리,97,주공아파트,경상남도 거창군 거창읍 대동리 97 주공아파트,39.6,5,1991,2017,11,,35.6894,127.9236,4.82E+07
경상남도,거창군,거창읍 대동리,97,주공아파트,경상남도 거창군 거창읍 대동리 97 주공아파트,39.99,4,1991,2017,11,,35.6894,127.9236,4.86E+07
경상남도,거창군,거창읍 상림리,144,한성CITY타워,경상남도 거창군 거창읍 상림리 144 한성CITY타워,84.95,14,2008,2017,11,,35.6847,127.9109,1.75E+08
경상남도,거창군,거창읍 상림리,01월 28일,유빌리지아파트,경상남도 거창군 거창읍 상림리 28-1 유빌리지아파트,119,5,2010,2017,11,,35.6886,127.908,2.51E+08
경상남도,거창군,거창읍 상림리,771,상동주공아파트,경상남도 거창군 거창읍 상림리 771 상동주공아파트,59.79,8,2003,2017,11,,35.6899,127.9008,1.29E+08
경상남도,거창군,거창읍 상림리,772,대경넥스빌,경상남도 거창군 거창읍 상림리 772 대경넥스빌,124.22,4,2003,2017,11,,35.689,127.9016,2.05E+08
경상남도,거창군,거창읍 중앙리,478-1,신세계타운,경상남도 거창군 거창읍 중앙리 478-1 신세계타운,81.05,10,1995,2017,11,,35.6947,127.9121,8.24E+07
경상남도,거창군,거창읍 중앙리,5,지엔지프라임,경상남도 거창군 거창읍 중앙리 5 지엔지프라임,72.38,3,2015,2017,11,,35.6932,127.9123,1.95E+08
경상남도,고성군,고성읍 교사리,312,대동타운아파트,경상남도 고성군 고성읍 교사리 312 대동타운아파트,56.88,8,1991,2017,11,,34.9758,128.3101,5.00E+07
경상남도,고성군,고성읍 동외리,144-2,디에스아이존빌2차,경상남도 고성군 고성읍 동외리 144-2 디에스아이존빌2차,68.14,9,2011,2017,11,,34.977,128.3318,1.64E+08
경상남도,고성군,하이면 덕호리,628-3,송림아파트,경상남도 고성군 하이면 덕호리 628-3 송림아파트,59.31,5,1994,2017,11,,34.9275,128.122,8.34E+07
경상남도,김해시,관동동 ,1120,죽림마을동원로얄듀크아파트14단지,경상남도 김해시 관동동 1120 죽림마을동원로얄듀크아파트14단지,84.99,9,2013,2017,11,,35.1777,128.8181,3.10E+08
경상남도,김해시,구산동 ,1052-3,구지마을동원아파트,경상남도 김해시 구산동 1052-3 구지마을동원아파트,59.98,21,2001,2017,11,,35.2539,128.8688,1.74E+08
경상남도,김해시,구산동 ,256,시영아파트,경상남도 김해시 구산동 256 시영아파트,49.88,6,1994,2017,11,,35.2461,128.8738,9.94E+07
경상남도,김해시,구산동 ,256,시영아파트,경상남도 김해시 구산동 256 시영아파트,49.88,8,1994,2017,11,,35.2461,128.8738,9.96E+07
경상남도,김해시,구산동 ,321,구산종합사회복지관,경상남도 김해시 구산동 321 구산종합사회복지관,41.85,1,1992,2017,11,,35.2464,128.8762,7.52E+07
경상남도,김해시,구산동 ,410,김해구산5주공아파트,경상남도 김해시 구산동 410 김해구산5주공아파트,49.62,8,1999,2017,11,,35.252,128.8735,1.13E+08
경상남도,김해시,구산동 ,429,구산주공3단지아파트,경상남도 김해시 구산동 429 구산주공3단지아파트,59.99,3,2000,2017,11,,35.2502,128.874,1.56E+08
경상남도,김해시,구산동 ,429,구산주공3단지아파트,경상남도 김해시 구산동 429 구산주공3단지아파트,59.99,11,2000,2017,11,,35.2502,128.874,1.64E+08
경상남도,김해시,내동 ,1130,대우아파트,경상남도 김해시 내동 1130 대우아파트,84.95,1,1994,2017,11,,35.2412,128.8673,2.28E+08
경상남도,김해시,내동 ,1137-2,삼성아파트,경상남도 김해시 내동 1137-2 삼성아파트,59.67,5,1996,2017,11,,35.2378,128.8696,1.72E+08
경상남도,김해시,내동 ,121-1,홍익아파트,경상남도 김해시 내동 121-1 홍익아파트,59.78,2,1990,2017,11,,35.2469,128.8642,1.07E+08
경상남도,김해시,대청동 ,333-3,갑오마을부영아파트,경상남도 김해시 대청동 333-3 갑오마을부영아파트,80.75,10,2002,2017,11,,35.1848,128.7972,1.66E+08
경상남도,김해시,동상동 ,1104,롯데캐슬가야2단지아파트,경상남도 김해시 동상동 1104 롯데캐슬가야2단지아파트,84.99,6,2005,2017,11,,35.2403,128.8873,2.65E+08
경상남도,김해시,무계동 ,156-1,석봉마을부영아파트,경상남도 김해시 무계동 156-1 석봉마을부영아파트,47.38,13,2002,2017,11,,35.2037,128.8122,9.56E+07
경상남도,김해시,무계동 ,156-1,석봉마을부영아파트,경상남도 김해시 무계동 156-1 석봉마을부영아파트,47.38,7,2002,2017,11,,35.2037,128.8122,9.13E+07
경상남도,김해시,무계동 ,156-1,석봉마을부영아파트,경상남도 김해시 무계동 156-1 석봉마을부영아파트,47.38,9,2002,2017,11,,35.2037,128.8122,9.25E+07
경상남도,김해시,부곡동 ,803-2,월산마을7단지주공아파트,경상남도 김해시 부곡동 803-2 월산마을7단지주공아파트,74.82,17,2004,2017,11,,35.2051,128.8009,1.87E+08
경상남도,김해시,부곡동 ,806-1,월산마을부영아파트,경상남도 김해시 부곡동 806-1 월산마을부영아파트,80.75,2,2002,2017,11,,35.2062,128.8052,1.44E+08
경상남도,김해시,부곡동 ,806-1,월산마을부영아파트,경상남도 김해시 부곡동 806-1 월산마을부영아파트,80.75,19,2002,2017,11,,35.2062,128.8052,1.65E+08
경상남도,김해시,부원동 ,1043,부원역푸르지오아파트,경상남도 김해시 부원동 1043 부원역푸르지오아파트,81.84,20,2014,2017,11,,35.2249,128.8841,3.86E+08
경상남도,김해시,부원동 ,601-22,,경상남도 김해시 부원동 601-22 ,83.45,5,2016,2017,11,,35.2292,128.8812,2.40E+08
경상남도,김해시,삼계동 ,1155-9,동신아파트,경상남도 김해시 삼계동 1155-9 동신아파트,78.34,10,1992,2017,11,,35.2673,128.8609,1.39E+08
경상남도,김해시,삼계동 ,1155-9,동신아파트,경상남도 김해시 삼계동 1155-9 동신아파트,49.72,4,1992,2017,11,,35.2673,128.8609,8.85E+07
경상남도,김해시,삼계동 ,1410-2,분성마을5단지푸르지오아파트,경상남도 김해시 삼계동 1410-2 분성마을5단지푸르지오아파트,84.94,23,2006,2017,11,,35.2714,128.8622,2.78E+08
경상남도,김해시,삼계동 ,1410-2,분성마을5단지푸르지오아파트,경상남도 김해시 삼계동 1410-2 분성마을5단지푸르지오아파트,84.94,14,2006,2017,11,,35.2714,128.8622,2.80E+08
경상남도,김해시,삼계동 ,1428-2,분성마을2단지부영아파트,경상남도 김해시 삼계동 1428-2 분성마을2단지부영아파트,84.79,18,2005,2017,11,,35.2673,128.8666,2.25E+08
경상남도,김해시,삼계동 ,1428-4,현대분성마을아이파크1차아파트,경상남도 김해시 삼계동 1428-4 현대분성마을아이파크1차아파트,84.96,10,2002,2017,11,,35.2673,128.8686,2.08E+08
경상남도,김해시,삼계동 ,1428-4,현대분성마을아이파크1차아파트,경상남도 김해시 삼계동 1428-4 현대분성마을아이파크1차아파트,77.09,7,2002,2017,11,,35.2673,128.8686,1.89E+08
경상남도,김해시,삼계동 ,1428-4,현대분성마을아이파크1차아파트,경상남도 김해시 삼계동 1428-4 현대분성마을아이파크1차아파트,77.09,2,2002,2017,11,,35.2673,128.8686,1.73E+08
경상남도,김해시,삼계동 ,1435,화정마을6단지부영아파트,경상남도 김해시 삼계동 1435 화정마을6단지부영아파트,59.84,1,2003,2017,11,,35.2608,128.8637,1.38E+08
경상남도,김해시,삼계동 ,1435,화정마을6단지부영아파트,경상남도 김해시 삼계동 1435 화정마을6단지부영아파트,49.84,1,2003,2017,11,,35.2608,128.8637,9.96E+07
경상남도,김해시,삼계동 ,1435,화정마을6단지부영아파트,경상남도 김해시 삼계동 1435 화정마을6단지부영아파트,49.84,12,2003,2017,11,,35.2608,128.8637,1.12E+08
경상남도,김해시,삼계동 ,1504-1,구지마을3단지푸르지오아파트,경상남도 김해시 삼계동 1504-1 구지마을3단지푸르지오아파트,100.89,4,2007,2017,11,,35.2587,128.8693,3.89E+08
경상남도,김해시,삼계동 ,1521,양우내안애아파트,경상남도 김해시 삼계동 1521 양우내안애아파트,65.54,5,2013,2017,11,,35.2588,128.8635,2.29E+08
경상남도,김해시,삼계동 ,610,삼계이안아파트,경상남도 김해시 삼계동 610 삼계이안아파트,84.95,5,2007,2017,11,,35.2739,128.8672,2.76E+08
경상남도,김해시,삼계동 ,610,삼계이안아파트,경상남도 김해시 삼계동 610 삼계이안아파트,123.62,10,2007,2017,11,,35.2739,128.8672,4.34E+08
경상남도,김해시,삼문동 ,Mar-60,젤미마을부영아파트,경상남도 김해시 삼문동 60-3 젤미마을부영아파트,47.38,9,2002,2017,11,,35.1973,128.8043,9.35E+07
경상남도,김해시,삼문동 ,Mar-60,젤미마을부영아파트,경상남도 김해시 삼문동 60-3 젤미마을부영아파트,47.38,7,2002,2017,11,,35.1973,128.8043,9.26E+07
경상남도,김해시,삼문동 ,Mar-60,젤미마을부영아파트,경상남도 김해시 삼문동 60-3 젤미마을부영아파트,47.38,19,2002,2017,11,,35.1973,128.8043,9.79E+07
경상남도,김해시,삼문동 ,Mar-60,젤미마을부영아파트,경상남도 김해시 삼문동 60-3 젤미마을부영아파트,47.38,20,2002,2017,11,,35.1973,128.8043,9.78E+07
경상남도,김해시,삼문동 ,Oct-62,젤미마을부영그린타운5차,경상남도 김해시 삼문동 62-10 젤미마을부영그린타운5차,84.75,6,2004,2017,11,,35.1942,128.7958,1.95E+08
경상남도,김해시,삼문동 ,Apr-62,젤미마을부영그린타운7차,경상남도 김해시 삼문동 62-4 젤미마을부영그린타운7차,84.75,8,2004,2017,11,,35.196,128.7974,1.94E+08
경상남도,김해시,삼방동 ,189,동성아파트,경상남도 김해시 삼방동 189 동성아파트,59.94,1,1991,2017,11,,35.2463,128.9107,1.28E+08
경상남도,김해시,삼방동 ,193,대동아파트,경상남도 김해시 삼방동 193 대동아파트,65.57,2,1990,2017,11,,35.2437,128.9106,1.15E+08
경상남도,김해시,삼방동 ,690-1,동원아파트,경상남도 김해시 삼방동 690-1 동원아파트,59.96,11,1991,2017,11,,35.2486,128.912,1.07E+08
경상남도,김해시,삼방동 ,692,화인아파트,경상남도 김해시 삼방동 692 화인아파트,58.91,1,1992,2017,11,,35.2518,128.9107,1.21E+08
경상남도,김해시,삼정동 ,589-15,자연빛아파트,경상남도 김해시 삼정동 589-15 자연빛아파트,84.38,3,2011,2017,11,,35.2305,128.8942,2.21E+08
경상남도,김해시,삼정동 ,Jan-98,광명타운,경상남도 김해시 삼정동 98-1 광명타운,75.27,1,1989,2017,11,,35.2316,128.893,9.36E+07
경상남도,김해시,안동 ,333-28,한일유앤아이아파트,경상남도 김해시 안동 333-28 한일유앤아이아파트,59.44,3,2001,2017,11,,35.2381,128.9166,1.60E+08
경상남도,김해시,어방동 ,352-8,효성빌라2차,경상남도 김해시 어방동 352-8 효성빌라2차,84.88,4,2002,2017,11,,35.2422,128.903,1.56E+08
경상남도,김해시,어방동 ,457-2,활천소라아파트,경상남도 김해시 어방동 457-2 활천소라아파트,42.39,3,1984,2017,11,,35.2427,128.9056,8.94E+07
경상남도,김해시,어방동 ,458-1,우신그린아파트,경상남도 김해시 어방동 458-1 우신그린아파트,98.82,2,1997,2017,11,,35.2461,128.9029,2.05E+08
경상남도,김해시,어방동 ,499,대우유토피아아파트,경상남도 김해시 어방동 499 대우유토피아아파트,116.73,13,1994,2017,11,,35.2433,128.9013,2.27E+08
경상남도,김해시,어방동 ,499,대우유토피아아파트,경상남도 김해시 어방동 499 대우유토피아아파트,140.34,7,1994,2017,11,,35.2433,128.9013,2.38E+08
경상남도,김해시,어방동 ,499,대우유토피아아파트,경상남도 김해시 어방동 499 대우유토피아아파트,59.99,9,1994,2017,11,,35.2433,128.9013,1.25E+08
경상남도,김해시,어방동 ,680,어방동원아파트,경상남도 김해시 어방동 680 어방동원아파트,84.93,14,1998,2017,11,,35.2419,128.8994,1.90E+08
경상남도,김해시,어방동 ,680,어방동원아파트,경상남도 김해시 어방동 680 어방동원아파트,84.93,1,1998,2017,11,,35.2419,128.8994,1.71E+08
경상남도,김해시,외동 ,1249-4,한국2차아파트,경상남도 김해시 외동 1249-4 한국2차아파트,59.95,12,1998,2017,11,,35.231,128.8639,1.60E+08
경상남도,김해시,외동 ,1249-4,한국2차아파트,경상남도 김해시 외동 1249-4 한국2차아파트,59.95,10,1998,2017,11,,35.231,128.8639,1.59E+08
경상남도,김해시,외동 ,1249-4,한국2차아파트,경상남도 김해시 외동 1249-4 한국2차아파트,59.89,14,1998,2017,11,,35.231,128.8639,1.62E+08
경상남도,김해시,외동 ,1249-4,한국2차아파트,경상남도 김해시 외동 1249-4 한국2차아파트,59.95,5,1998,2017,11,,35.231,128.8639,1.57E+08
경상남도,김해시,외동 ,1249-7,,경상남도 김해시 외동 1249-7 ,39.75,6,1996,2017,11,,35.2311,128.861,9.31E+07
경상남도,김해시,외동 ,1251,대동아파트,경상남도 김해시 외동 1251 대동아파트,59.8,2,1993,2017,11,,35.2336,128.8642,1.50E+08
경상남도,김해시,외동 ,1261-9,한국1차아파트,경상남도 김해시 외동 1261-9 한국1차아파트,49.56,6,1994,2017,11,,35.2309,128.8676,1.35E+08
경상남도,김해시,외동 ,1421,김해외동이진캐스빌2차아파트,경상남도 김해시 외동 1421 김해외동이진캐스빌2차아파트,85,10,2013,2017,11,,35.2321,128.8506,2.97E+08
경상남도,김해시,외동 ,705,주공아파트,경상남도 김해시 외동 705 주공아파트,39.69,2,1989,2017,11,,35.2342,128.85,1.26E+08
