,시도,시구군,읍면동,지번,아파트명,전체주소,전용면적,층,건축년도,거래년도,거래월,거래금액,위도,경도
2355,경상남도,김해시,율하동 ,1405,율현마을율하이편한세상,경상남도 김해시 율하동 1405 율현마을율하이편한세상,84.87,17,2009,2017,11,308970259.95172775,35.1711,128.8208
2356,경상남도,김해시,율하동 ,1405,율현마을율하이편한세상,경상남도 김해시 율하동 1405 율현마을율하이편한세상,84.84,5,2009,2017,11,298282948.72068846,35.1711,128.8208
2357,경상남도,김해시,전하동 ,439,반도보라아파트,경상남도 김해시 전하동 439 반도보라아파트,84.85,2,1996,2017,11,214803375.2280153,35.223,128.8738
2358,경상남도,김해시,지내동 ,360,,경상남도 김해시 지내동 360 ,59.48,2,2002,2017,11,168253147.34810507,35.2325,128.9229
2359,경상남도,김해시,지내동 ,67,,경상남도 김해시 지내동 67 ,59.76,7,2000,2017,11,177848500.28795588,35.2304,128.9238
2360,경상남도,김해시,지내동 ,67,,경상남도 김해시 지내동 67 ,84.99,6,2000,2017,11,235594234.8485037,35.2304,128.9238
2361,경상남도,김해시,지내동 ,67,,경상남도 김해시 지내동 67 ,84.93,4,2000,2017,11,231203117.6542281,35.2304,128.9238
2362,경상남도,김해시,진영읍 여래리,344,장복2차아파트,경상남도 김해시 진영읍 여래리 344 장복2차아파트,59.96,9,1992,2017,11,86983960.16579676,35.301,128.7407
2363,경상남도,김해시,진영읍 여래리,344,장복2차아파트,경상남도 김해시 진영읍 여래리 344 장복2차아파트,59.96,2,1992,2017,11,83831532.93027782,35.301,128.7407
2364,경상남도,김해시,진영읍 여래리,344,장복2차아파트,경상남도 김해시 진영읍 여래리 344 장복2차아파트,59.84,10,1992,2017,11,86539857.76176977,35.301,128.7407
2365,경상남도,김해시,진영읍 여래리,411-1,금강하우징파크,경상남도 김해시 진영읍 여래리 411-1 금강하우징파크,65.45,8,2016,2017,11,171611354.6666981,35.3004,128.7384
2366,경상남도,김해시,진영읍 여래리,411-1,금강하우징파크,경상남도 김해시 진영읍 여래리 411-1 금강하우징파크,65.45,4,2016,2017,11,167381563.57552683,35.3004,128.7384
2367,경상남도,김해시,진영읍 여래리,411-1,금강하우징파크,경상남도 김해시 진영읍 여래리 411-1 금강하우징파크,65.45,7,2016,2017,11,171024078.07988894,35.3004,128.7384
2368,경상남도,김해시,진영읍 여래리,411-1,금강하우징파크,경상남도 김해시 진영읍 여래리 411-1 금강하우징파크,65.45,6,2016,2017,11,170204631.87122405,35.3004,128.7384
2369,경상남도,김해시,진영읍 여래리,411-1,금강하우징파크,경상남도 김해시 진영읍 여래리 411-1 금강하우징파크,65.45,3,2016,2017,11,165053175.20321214,35.3004,128.7384
2370,경상남도,김해시,진영읍 여래리,411-1,금강하우징파크,경상남도 김해시 진영읍 여래리 411-1 금강하우징파크,65.45,9,2016,2017,11,172048954.4550916,35.3004,128.7384
2371,경상남도,김해시,진영읍 여래리,411-1,금강하우징파크,경상남도 김해시 진영읍 여래리 411-1 금강하우징파크,65.45,2,2016,2017,11,161873279.5195912,35.3004,128.7384
2372,경상남도,김해시,진영읍 좌곤리,2-14,대근아파트,경상남도 김해시 진영읍 좌곤리 2-14 대근아파트,57.95,4,1991,2017,11,64214337.11221123,35.3032,128.7101
2373,경상남도,김해시,진영읍 진영리,1611-2,김해진영코아루아파트,경상남도 김해시 진영읍 진영리 1611-2 김해진영코아루아파트,84.94,15,2007,2017,11,233368539.68967438,35.3099,128.7312
2374,경상남도,김해시,진영읍 진영리,1611-2,김해진영코아루아파트,경상남도 김해시 진영읍 진영리 1611-2 김해진영코아루아파트,84.94,7,2007,2017,11,229730595.9700681,35.3099,128.7312
2375,경상남도,김해시,진영읍 진영리,1611-3,중흥에스클래스1단지아파트,경상남도 김해시 진영읍 진영리 1611-3 중흥에스클래스1단지아파트,59.98,13,2006,2017,11,161738124.2574333,35.3113,128.734
2376,경상남도,김해시,진영읍 진영리,1611-3,중흥에스클래스1단지아파트,경상남도 김해시 진영읍 진영리 1611-3 중흥에스클래스1단지아파트,59.98,20,2006,2017,11,161961764.66371596,35.3113,128.734
2377,경상남도,김해시,진영읍 진영리,1611-4,중흥에스클래스2단지아파트,경상남도 김해시 진영읍 진영리 1611-4 중흥에스클래스2단지아파트,84.98,8,2006,2017,11,215696471.57765007,35.3094,128.7331
2378,경상남도,김해시,진영읍 진영리,276,대한아파트,경상남도 김해시 진영읍 진영리 276 대한아파트,59.96,3,1995,2017,11,95072105.94482374,35.3053,128.7306
2379,경상남도,김해시,진영읍 진영리,276,대한아파트,경상남도 김해시 진영읍 진영리 276 대한아파트,59.96,8,1995,2017,11,97361580.68232727,35.3053,128.7306
2380,경상남도,김해시,진영읍 진영리,598-3,협성팔레스아파트,경상남도 김해시 진영읍 진영리 598-3 협성팔레스아파트,59.75,1,2001,2017,11,114293378.49195945,35.3057,128.7163
2381,경상남도,김해시,진영읍 진영리,623-1,진영거성아파트,경상남도 김해시 진영읍 진영리 623-1 진영거성아파트,58.91,9,1997,2017,11,80770550.54958677,35.3042,128.7138
2382,경상남도,김해시,한림면 장방리,226-1,청원한마을아파트,경상남도 김해시 한림면 장방리 226-1 청원한마을아파트,59.89,8,1998,2017,11,60776377.983046055,35.3202,128.8045
2383,경상남도,밀양시,가곡동 ,455,가곡주공아파트,경상남도 밀양시 가곡동 455 가곡주공아파트,42.9,3,1995,2017,11,64949919.99100208,35.4723,128.7719
2384,경상남도,밀양시,교동 ,1093-1,한울아파트,경상남도 밀양시 교동 1093-1 한울아파트,50.25,3,1991,2017,11,54363749.21881819,35.507,128.7522
2385,경상남도,밀양시,교동 ,1227,한마음타운,경상남도 밀양시 교동 1227 한마음타운,59.41,12,1994,2017,11,66876356.322062016,35.5095,128.7561
2386,경상남도,밀양시,교동 ,1232,우신그린피아,경상남도 밀양시 교동 1232 우신그린피아,39.75,7,1997,2017,11,59058725.18533039,35.5088,128.7533
2387,경상남도,밀양시,내이동 ,271,,경상남도 밀양시 내이동 271 ,78.07,5,2016,2017,11,189708163.13440573,35.505,128.7389
2388,경상남도,밀양시,내이동 ,448-1,,경상남도 밀양시 내이동 448-1 ,49.68,5,1988,2017,11,56859353.95593214,35.5035,128.738
2389,경상남도,밀양시,내이동 ,619-10,휴엔홈,경상남도 밀양시 내이동 619-10 휴엔홈,84.94,3,2012,2017,11,191223753.71224582,35.4987,128.7515
2390,경상남도,밀양시,상남면 예림리,1326-1,밀양예림대동타운,경상남도 밀양시 상남면 예림리 1326-1 밀양예림대동타운,59.82,15,1997,2017,11,88827524.59716892,35.4616,128.752
2391,경상남도,밀양시,상남면 예림리,1326-1,밀양예림대동타운,경상남도 밀양시 상남면 예림리 1326-1 밀양예림대동타운,59.82,1,1997,2017,11,84502322.93042469,35.4616,128.752
2392,경상남도,사천시,대방동 ,205-1,웰뷰파크,경상남도 사천시 대방동 205-1 웰뷰파크,56.95,7,2007,2017,11,106808576.3007015,34.9307,128.058
2393,경상남도,사천시,동림동 ,120,서성파라토피아맨션,경상남도 사천시 동림동 120 서성파라토피아맨션,84.98,2,1991,2017,11,82102711.96311092,34.9404,128.077
2394,경상남도,사천시,벌리동 ,123,송림프라자타운,경상남도 사천시 벌리동 123 송림프라자타운,84.0,9,1994,2017,11,122413410.41535962,34.9423,128.0824
2395,경상남도,사천시,벌리동 ,259,주공아파트,경상남도 사천시 벌리동 259 주공아파트,37.67,7,1995,2017,11,77317049.29426622,34.9399,128.0881
2396,경상남도,사천시,용강동 ,501,대경파미르,경상남도 사천시 용강동 501 대경파미르,85.0,1,2013,2017,11,211472024.0035857,34.9471,128.086
2397,경상남도,사천시,용강동 ,729-2,무지개맨션,경상남도 사천시 용강동 729-2 무지개맨션,55.52,2,1990,2017,11,59552953.13318682,34.9435,128.0821
2398,경상남도,사천시,용강동 ,735-9,한올팰리스,경상남도 사천시 용강동 735-9 한올팰리스,84.94,8,2012,2017,11,170773027.544927,34.9433,128.0831
2399,경상남도,사천시,용강동 ,800-1,삼보신우타운,경상남도 사천시 용강동 800-1 삼보신우타운,59.9,8,1994,2017,11,95299580.85315037,34.9434,128.0863
2400,경상남도,사천시,용강동 ,814-3,성은비룡타워,경상남도 사천시 용강동 814-3 성은비룡타워,59.91,7,1993,2017,11,100687070.80477333,34.9432,128.0871
2401,경상남도,사천시,용강동 ,837-1,사천용강주공아파트,경상남도 사천시 용강동 837-1 사천용강주공아파트,49.85,2,1999,2017,11,114203100.02558601,34.9447,128.0883
2402,경상남도,사천시,용강동 ,837-1,사천용강주공아파트,경상남도 사천시 용강동 837-1 사천용강주공아파트,49.85,11,1999,2017,11,121598061.14614093,34.9447,128.0883
2403,경상남도,사천시,용강동 ,837-1,사천용강주공아파트,경상남도 사천시 용강동 837-1 사천용강주공아파트,49.85,12,1999,2017,11,121765233.77137315,34.9447,128.0883
2404,경상남도,사천시,용강동 ,838,용강현대아파트,경상남도 사천시 용강동 838 용강현대아파트,55.44,6,1992,2017,11,112693385.12958515,34.9439,128.0881
2405,경상남도,사천시,용강동 ,838,용강현대아파트,경상남도 사천시 용강동 838 용강현대아파트,55.44,5,1992,2017,11,112161147.49796975,34.9439,128.0881
2406,경상남도,사천시,곤양면 남문외리,147-1,화진그린맨션,경상남도 사천시 곤양면 남문외리 147-1 화진그린맨션,53.13,6,1991,2017,11,44642105.56906319,35.0552,127.9584
2407,경상남도,사천시,곤양면 성내리,137-5,이화아파트,경상남도 사천시 곤양면 성내리 137-5 이화아파트,84.83,4,1991,2017,11,73723989.66037226,35.0579,127.9608
2408,경상남도,사천시,사남면 월성리,30-2,엘아이지 사천리가,경상남도 사천시 사남면 월성리 30-2 엘아이지 사천리가,84.95,11,2010,2017,11,237953539.80478883,35.063,128.0776
2409,경상남도,사천시,사남면 월성리,30-2,엘아이지 사천리가,경상남도 사천시 사남면 월성리 30-2 엘아이지 사천리가,84.99,2,2010,2017,11,221674438.39440405,35.063,128.0776
2410,경상남도,사천시,사남면 월성리,451,사천푸르지오,경상남도 사천시 사남면 월성리 451 사천푸르지오,59.64,11,2006,2017,11,187710824.9651717,35.0612,128.0651
2411,경상남도,사천시,사남면 월성리,451,사천푸르지오,경상남도 사천시 사남면 월성리 451 사천푸르지오,84.98,7,2006,2017,11,217790189.88285983,35.0612,128.0651
2412,경상남도,사천시,사천읍 구암리,1440-1,옥성그린아파트,경상남도 사천시 사천읍 구암리 1440-1 옥성그린아파트,59.67,5,1998,2017,11,78122907.07743692,35.0922,128.0995
2413,경상남도,사천시,사천읍 구암리,524,원광이안애아파트,경상남도 사천시 사천읍 구암리 524 원광이안애아파트,55.5,1,2005,2017,11,88079723.79931784,35.0873,128.114
2414,경상남도,사천시,사천읍 구암리,524,원광이안애아파트,경상남도 사천시 사천읍 구암리 524 원광이안애아파트,40.58,3,2005,2017,11,72620090.46738148,35.0873,128.114
2415,경상남도,사천시,사천읍 선인리,213,대경아파트,경상남도 사천시 사천읍 선인리 213 대경아파트,40.32,5,2000,2017,11,72421133.75676584,35.0823,128.0993
2416,경상남도,사천시,사천읍 선인리,277-5,덕진봄아파트,경상남도 사천시 사천읍 선인리 277-5 덕진봄아파트,59.96,11,2012,2017,11,132820759.2576226,35.0802,128.093
2417,경상남도,사천시,사천읍 선인리,277-5,덕진봄아파트,경상남도 사천시 사천읍 선인리 277-5 덕진봄아파트,59.96,12,2012,2017,11,132700300.48999059,35.0802,128.093
2418,경상남도,사천시,사천읍 선인리,277-5,덕진봄아파트,경상남도 사천시 사천읍 선인리 277-5 덕진봄아파트,84.98,3,2012,2017,11,181570227.14822996,35.0802,128.093
2419,경상남도,사천시,사천읍 선인리,301-1,신진아파트,경상남도 사천시 사천읍 선인리 301-1 신진아파트,59.94,4,1992,2017,11,65495818.94739008,35.0803,128.0945
2420,경상남도,사천시,사천읍 정의리,192-2,대명아파트,경상남도 사천시 사천읍 정의리 192-2 대명아파트,43.93,4,1987,2017,11,59796582.5216074,35.0862,128.0927
2421,경상남도,사천시,용현면 덕곡리,559,덕산아내,경상남도 사천시 용현면 덕곡리 559 덕산아내,76.67,5,2011,2017,11,154698649.1780795,35.0073,128.0627
2422,경상남도,사천시,용현면 신복리,7-1,동강아뜨리에,경상남도 사천시 용현면 신복리 7-1 동강아뜨리에,59.33,8,2005,2017,11,98017003.51458693,35.0458,128.0747
2423,경상남도,사천시,용현면 신복리,7-1,동강아뜨리에,경상남도 사천시 용현면 신복리 7-1 동강아뜨리에,59.36,3,2005,2017,11,95019997.54062176,35.0458,128.0747
2424,경상남도,사천시,용현면 신복리,7-1,동강아뜨리에,경상남도 사천시 용현면 신복리 7-1 동강아뜨리에,49.7,14,2005,2017,11,83124293.2909298,35.0458,128.0747
2425,경상남도,사천시,용현면 신복리,7-1,동강아뜨리에,경상남도 사천시 용현면 신복리 7-1 동강아뜨리에,59.36,9,2005,2017,11,97949673.74105453,35.0458,128.0747
2426,경상남도,사천시,용현면 신복리,7-1,동강아뜨리에,경상남도 사천시 용현면 신복리 7-1 동강아뜨리에,84.97,15,2005,2017,11,128555218.36032283,35.0458,128.0747
2427,경상남도,사천시,정동면 고읍리,438-15,한빛타운,경상남도 사천시 정동면 고읍리 438-15 한빛타운,59.96,4,1995,2017,11,117020846.67395985,35.0786,128.0882
2428,경상남도,사천시,정동면 고읍리,469-1,대흥그랜저맨션,경상남도 사천시 정동면 고읍리 469-1 대흥그랜저맨션,59.58,13,1992,2017,11,100870689.50721312,35.078,128.0861
2429,경상남도,사천시,정동면 풍정리,388-1,삼성아파트,경상남도 사천시 정동면 풍정리 388-1 삼성아파트,59.89,3,1994,2017,11,110816797.32509673,35.0651,128.1097
2430,경상남도,사천시,정동면 풍정리,520,송보파인빌,경상남도 사천시 정동면 풍정리 520 송보파인빌,59.9,6,2001,2017,11,89557567.1308012,35.0682,128.1116
2431,경상남도,사천시,정동면 풍정리,520,송보파인빌,경상남도 사천시 정동면 풍정리 520 송보파인빌,59.9,7,2001,2017,11,89666420.33331156,35.0682,128.1116
2432,경상남도,사천시,정동면 풍정리,520,송보파인빌,경상남도 사천시 정동면 풍정리 520 송보파인빌,84.63,7,2001,2017,11,136245334.0792731,35.0682,128.1116
2433,경상남도,산청군,금서면 매촌리,181,동이보금자리아파트,경상남도 산청군 금서면 매촌리 181 동이보금자리아파트,84.61,15,2009,2017,11,143391154.62596023,35.4179,127.8658
2434,경상남도,산청군,산청읍 옥산리,687-1,성우목화맨션,경상남도 산청군 산청읍 옥산리 687-1 성우목화맨션,59.94,5,1993,2017,11,70157582.00266218,35.4113,127.8732
2435,경상남도,산청군,산청읍 지리,357-1,산청삼한사랑채,경상남도 산청군 산청읍 지리 357-1 산청삼한사랑채,72.5,12,2014,2017,11,167585287.89894998,35.4154,127.8798
2436,경상남도,산청군,산청읍 지리,357-1,산청삼한사랑채,경상남도 산청군 산청읍 지리 357-1 산청삼한사랑채,72.5,2,2014,2017,11,158943792.85728228,35.4154,127.8798
2437,경상남도,산청군,신안면 하정리,726-3,대동아파트,경상남도 산청군 신안면 하정리 726-3 대동아파트,59.85,7,1996,2017,11,101245887.51329422,35.3021,127.97
2438,경상남도,양산시,교동 ,605,일동미라주아파트,경상남도 양산시 교동 605 일동미라주아파트,84.94,5,2008,2017,11,190255097.26054704,35.3467,129.0217
2439,경상남도,양산시,교동 ,605,일동미라주아파트,경상남도 양산시 교동 605 일동미라주아파트,84.98,2,2008,2017,11,182188617.14706123,35.3467,129.0217
2440,경상남도,양산시,교동 ,605,일동미라주아파트,경상남도 양산시 교동 605 일동미라주아파트,84.88,5,2008,2017,11,190174762.25574768,35.3467,129.0217
2441,경상남도,양산시,교동 ,605,일동미라주아파트,경상남도 양산시 교동 605 일동미라주아파트,84.88,3,2008,2017,11,185667195.75415218,35.3467,129.0217
2442,경상남도,양산시,교동 ,605,일동미라주아파트,경상남도 양산시 교동 605 일동미라주아파트,84.98,5,2008,2017,11,190308663.65031707,35.3467,129.0217
2443,경상남도,양산시,남부동 ,553-1,양산1차이-편한세상,경상남도 양산시 남부동 553-1 양산1차이-편한세상,65.56,6,2006,2017,11,238911079.11653125,35.334,129.0257
2444,경상남도,양산시,남부동 ,565-1,양산신도시벽산블루밍아파트,경상남도 양산시 남부동 565-1 양산신도시벽산블루밍아파트,59.79,9,2003,2017,11,183692281.4029547,35.3332,129.0277
2445,경상남도,양산시,남부동 ,565-1,양산신도시벽산블루밍아파트,경상남도 양산시 남부동 565-1 양산신도시벽산블루밍아파트,51.49,14,2003,2017,11,164918282.37845647,35.3332,129.0277
2446,경상남도,양산시,남부동 ,601-1,양산신도시쌍용아파트,경상남도 양산시 남부동 601-1 양산신도시쌍용아파트,73.2,10,2004,2017,11,221867286.14548957,35.3335,129.0303
2447,경상남도,양산시,남부동 ,601-1,양산신도시쌍용아파트,경상남도 양산시 남부동 601-1 양산신도시쌍용아파트,73.2,4,2004,2017,11,215290881.86240304,35.3335,129.0303
2448,경상남도,양산시,남부동 ,602-1,양산신도시아파트청어람,경상남도 양산시 남부동 602-1 양산신도시아파트청어람,59.77,12,2005,2017,11,192301263.36645496,35.3326,129.0329
2449,경상남도,양산시,남부동 ,602-1,양산신도시아파트청어람,경상남도 양산시 남부동 602-1 양산신도시아파트청어람,84.84,6,2005,2017,11,247054599.18743265,35.3326,129.0329
2450,경상남도,양산시,남부동 ,602-1,양산신도시아파트청어람,경상남도 양산시 남부동 602-1 양산신도시아파트청어람,59.77,4,2005,2017,11,187025936.24458182,35.3326,129.0329
2451,경상남도,양산시,남부동 ,602-1,양산신도시아파트청어람,경상남도 양산시 남부동 602-1 양산신도시아파트청어람,84.84,12,2005,2017,11,251503248.49222338,35.3326,129.0329
2452,경상남도,양산시,남부동 ,608-1,상록경남아너스빌,경상남도 양산시 남부동 608-1 상록경남아너스빌,84.88,12,2005,2017,11,225366575.43757463,35.3307,129.0245
2453,경상남도,양산시,남부동 ,608-4,양산신도시동원로얄듀크,경상남도 양산시 남부동 608-4 양산신도시동원로얄듀크,84.98,8,2005,2017,11,228804490.82717276,35.3303,129.0269
2454,경상남도,양산시,남부동 ,608-4,양산신도시동원로얄듀크,경상남도 양산시 남부동 608-4 양산신도시동원로얄듀크,59.96,2,2005,2017,11,181585798.4340967,35.3303,129.0269
2455,경상남도,양산시,남부동 ,608-4,양산신도시동원로얄듀크,경상남도 양산시 남부동 608-4 양산신도시동원로얄듀크,59.96,1,2005,2017,11,177199230.15479338,35.3303,129.0269
2456,경상남도,양산시,덕계동 ,718-45,웅상프라자,경상남도 양산시 덕계동 718-45 웅상프라자,59.4,13,1997,2017,11,76396273.0886221,35.376999999999995,129.1536
2457,경상남도,양산시,덕계동 ,811-45,대승하이아트2차아파트,경상남도 양산시 덕계동 811-45 대승하이아트2차아파트,59.9,9,1994,2017,11,90210598.86672926,35.3846,129.157
2458,경상남도,양산시,덕계동 ,811-45,대승하이아트2차아파트,경상남도 양산시 덕계동 811-45 대승하이아트2차아파트,59.9,10,1994,2017,11,89991813.55238819,35.3846,129.157
2459,경상남도,양산시,명동 ,1080-7,웅상신도시화성파크드림,경상남도 양산시 명동 1080-7 웅상신도시화성파크드림,84.85,10,2008,2017,11,207449398.08177817,35.4019,129.172
2460,경상남도,양산시,명동 ,1080-7,웅상신도시화성파크드림,경상남도 양산시 명동 1080-7 웅상신도시화성파크드림,84.73,9,2008,2017,11,206929961.56345022,35.4019,129.172
2461,경상남도,양산시,명동 ,1080-7,웅상신도시화성파크드림,경상남도 양산시 명동 1080-7 웅상신도시화성파크드림,84.73,12,2008,2017,11,207767690.91113842,35.4019,129.172
2462,경상남도,양산시,명동 ,994,석호가람휘아파트,경상남도 양산시 명동 994 석호가람휘아파트,84.87,4,2005,2017,11,173112496.60755885,35.3968,129.1646
2463,경상남도,양산시,북부동 ,147-1,정랑주택조합,경상남도 양산시 북부동 147-1 정랑주택조합,54.45,2,1984,2017,11,72430260.74642181,35.3506,129.042
2464,경상남도,양산시,북부동 ,147-1,정랑주택조합,경상남도 양산시 북부동 147-1 정랑주택조합,47.97,4,1984,2017,11,63750027.02821112,35.3506,129.042
2465,경상남도,양산시,북부동 ,154-10,신양주1차아파트,경상남도 양산시 북부동 154-10 신양주1차아파트,53.95,3,1982,2017,11,90057335.4238162,35.3471,129.0361
2466,경상남도,양산시,북부동 ,484-13,아람아트빌2,경상남도 양산시 북부동 484-13 아람아트빌2,41.63,6,2014,2017,11,82014882.9124918,35.3461,129.0366
2467,경상남도,양산시,북정동 ,437,양산동원타운,경상남도 양산시 북정동 437 양산동원타운,59.84,7,1995,2017,11,124143893.48607409,35.3612,129.0507
2468,경상남도,양산시,북정동 ,563,양산북정2차대동아파트,경상남도 양산시 북정동 563 양산북정2차대동아파트,84.95,1,1997,2017,11,144061069.83476627,35.3599,129.0496
2469,경상남도,양산시,북정동 ,635-4,양산녹원아파트,경상남도 양산시 북정동 635-4 양산녹원아파트,49.8,2,1996,2017,11,79266871.71383762,35.3571,129.0463
2470,경상남도,양산시,북정동 ,884-2,새롬성원네오파트,경상남도 양산시 북정동 884-2 새롬성원네오파트,84.86,22,2005,2017,11,214361036.98652565,35.36,129.0432
2471,경상남도,양산시,북정동 ,884-2,새롬성원네오파트,경상남도 양산시 북정동 884-2 새롬성원네오파트,85.0,11,2005,2017,11,212777839.61789525,35.36,129.0432
2472,경상남도,양산시,삼호동 ,169,대동이미지타운1단지아파트,경상남도 양산시 삼호동 169 대동이미지타운1단지아파트,59.35,7,2004,2017,11,112274476.716174,35.4171,129.1786
2473,경상남도,양산시,삼호동 ,171,대동이미지타운2단지아파트,경상남도 양산시 삼호동 171 대동이미지타운2단지아파트,59.35,13,2004,2017,11,108192671.16015947,35.4154,129.1802
2474,경상남도,양산시,삼호동 ,171,대동이미지타운2단지아파트,경상남도 양산시 삼호동 171 대동이미지타운2단지아파트,59.35,2,2004,2017,11,103521795.69508708,35.4154,129.1802
2475,경상남도,양산시,삼호동 ,653-1,대진칸트리타운,경상남도 양산시 삼호동 653-1 대진칸트리타운,77.22,4,1992,2017,11,97108474.38771439,35.4157,129.1701
2476,경상남도,양산시,삼호동 ,779-14,동주맨션,경상남도 양산시 삼호동 779-14 동주맨션,75.87,1,1991,2017,11,94307859.06976509,35.4134,129.1719
2477,경상남도,양산시,삼호동 ,857,유승한내들아파트,경상남도 양산시 삼호동 857 유승한내들아파트,84.92,2,2008,2017,11,173302049.31126058,35.4076,129.1753
2478,경상남도,양산시,삼호동 ,860,해인그린빌아파트,경상남도 양산시 삼호동 860 해인그린빌아파트,80.46,15,2001,2017,11,156405352.50417912,35.4063,129.1743
2479,경상남도,양산시,삼호동 ,860,해인그린빌아파트,경상남도 양산시 삼호동 860 해인그린빌아파트,80.46,12,2001,2017,11,156565497.63897336,35.4063,129.1743
2480,경상남도,양산시,삼호동 ,860,해인그린빌아파트,경상남도 양산시 삼호동 860 해인그린빌아파트,80.46,11,2001,2017,11,156586915.44696796,35.4063,129.1743
2481,경상남도,양산시,삼호동 ,861,웅상신도시푸르지오아파트,경상남도 양산시 삼호동 861 웅상신도시푸르지오아파트,84.96,5,2007,2017,11,218711556.57265902,35.4057,129.1728
2482,경상남도,양산시,삼호동 ,992-3,삼익아파트,경상남도 양산시 삼호동 992-3 삼익아파트,59.95,14,1996,2017,11,74774205.82474756,35.4103,129.1695
2483,경상남도,양산시,소주동 ,147-1,천성리버타운,경상남도 양산시 소주동 147-1 천성리버타운,49.8,2,1998,2017,11,71755359.22697306,35.4104,129.1598
2484,경상남도,양산시,소주동 ,147-1,천성리버타운,경상남도 양산시 소주동 147-1 천성리버타운,49.8,12,1998,2017,11,74338938.81326294,35.4104,129.1598
2485,경상남도,양산시,소주동 ,147-1,천성리버타운,경상남도 양산시 소주동 147-1 천성리버타운,59.95,6,1998,2017,11,103864670.16112459,35.4104,129.1598
2486,경상남도,양산시,소주동 ,147-1,천성리버타운,경상남도 양산시 소주동 147-1 천성리버타운,49.8,3,1998,2017,11,73037599.2146473,35.4104,129.1598
2487,경상남도,양산시,소주동 ,147-1,천성리버타운,경상남도 양산시 소주동 147-1 천성리버타운,49.8,7,1998,2017,11,74967126.47511148,35.4104,129.1598
2488,경상남도,양산시,소주동 ,147-1,천성리버타운,경상남도 양산시 소주동 147-1 천성리버타운,49.8,9,1998,2017,11,74956628.97902155,35.4104,129.1598
2489,경상남도,양산시,소주동 ,147-1,천성리버타운,경상남도 양산시 소주동 147-1 천성리버타운,59.95,20,1998,2017,11,102370264.11358821,35.4104,129.1598
2490,경상남도,양산시,소주동 ,147-1,천성리버타운,경상남도 양산시 소주동 147-1 천성리버타운,49.8,15,1998,2017,11,73646774.74468851,35.4104,129.1598
2491,경상남도,양산시,소주동 ,443,원진아파트,경상남도 양산시 소주동 443 원진아파트,47.72,4,1992,2017,11,51119643.85078049,35.4053,129.1564
2492,경상남도,양산시,소주동 ,960-10,서창대동아파트,경상남도 양산시 소주동 960-10 서창대동아파트,59.92,8,1997,2017,11,73783796.22837353,35.4116,129.1474
2493,경상남도,양산시,신기동 ,169-4,해강아파트103동,경상남도 양산시 신기동 169-4 해강아파트103동,77.29,1,1990,2017,11,89528290.78059483,35.3526,129.0475
2494,경상남도,양산시,신기동 ,508-3,양산신기주공아파트,경상남도 양산시 신기동 508-3 양산신기주공아파트,49.94,4,1993,2017,11,117818116.92213476,35.3538,129.0401
2495,경상남도,양산시,신기동 ,508-3,양산신기주공아파트,경상남도 양산시 신기동 508-3 양산신기주공아파트,38.64,4,1993,2017,11,90090985.73072672,35.3538,129.0401
2496,경상남도,양산시,신기동 ,508-3,양산신기주공아파트,경상남도 양산시 신기동 508-3 양산신기주공아파트,49.94,7,1993,2017,11,119824713.29972589,35.3538,129.0401
2497,경상남도,양산시,신기동 ,508-3,양산신기주공아파트,경상남도 양산시 신기동 508-3 양산신기주공아파트,41.3,6,1993,2017,11,98211761.22676659,35.3538,129.0401
2498,경상남도,양산시,신기동 ,511-3,대동서안한마음타운,경상남도 양산시 신기동 511-3 대동서안한마음타운,111.56,5,1993,2017,11,200699595.57508385,35.3518,129.0387
2499,경상남도,양산시,어곡동 ,9-3,로얄파크빌,경상남도 양산시 어곡동 9-3 로얄파크빌,75.65,4,2004,2017,11,123515399.64725626,35.3808,129.0274
2500,경상남도,양산시,어곡동 ,9-3,로얄파크빌,경상남도 양산시 어곡동 9-3 로얄파크빌,75.65,12,2004,2017,11,126032218.07438529,35.3808,129.0274
2501,경상남도,양산시,주남동 ,55-1,양산웅상신원아침도시,경상남도 양산시 주남동 55-1 양산웅상신원아침도시,120.14,11,2008,2017,11,279246111.34791064,35.4163,129.1637
2502,경상남도,양산시,주남동 ,55-1,양산웅상신원아침도시,경상남도 양산시 주남동 55-1 양산웅상신원아침도시,84.99,18,2008,2017,11,186864391.44364226,35.4163,129.1637
2503,경상남도,양산시,주남동 ,55-1,양산웅상신원아침도시,경상남도 양산시 주남동 55-1 양산웅상신원아침도시,84.98,7,2008,2017,11,184560832.5655514,35.4163,129.1637
2504,경상남도,양산시,주진동 ,182-1,로즈힐아파트,경상남도 양산시 주진동 182-1 로즈힐아파트,39.96,5,2016,2017,11,57861456.59656191,35.39,129.151
2505,경상남도,양산시,주진동 ,182-1,로즈힐아파트,경상남도 양산시 주진동 182-1 로즈힐아파트,59.4,1,2016,2017,11,67134740.52443123,35.39,129.151
2506,경상남도,양산시,주진동 ,182-1,로즈힐아파트,경상남도 양산시 주진동 182-1 로즈힐아파트,39.96,4,2016,2017,11,57729858.819190025,35.39,129.151
2507,경상남도,양산시,중부동 ,697-1,현대아파트,경상남도 양산시 중부동 697-1 현대아파트,84.88,10,1999,2017,11,206713581.92529643,35.3355,129.0337
